Titre,Resume,Date,Url,Website,politique,géopolitique,sociologique,démographie,économie micro,économie macro,science,technologie,innovation,responsabilité,entreprise,Environnement,France,Europe,International,Monde,Industrie,Marque et enseigne,Services,Energie,Construction,Utilities,Mobilité
La précarité touche aussi les enfants : les chiffres des mineurs sans abri explosent,"Le nombre d'enfants sans-abri en France a explosé, avec près de 3 000 mineurs dormant dans la rue début octobre, selon un baromètre de l'Unicef et de la Fédération des acteurs de la solidarité. Cela représente une hausse de 42% en un mois. Les associations appellent à une nouvelle politique d'hébergement d'urgence pour répondre à cette situation préoccupante. Malgré les efforts du gouvernement pour maintenir 203 000 places d'hébergement d'urgence, il est nécessaire de créer au moins 10 000 places supplémentaires pour protéger ces personnes.",2023-11-02,https://www.lepoint.fr/societe/la-precarite-touche-aussi-les-enfants-les-chiffres-des-mineurs-sans-abri-explosent-02-11-2023-2541724_23.php,Le Point,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
"Chants antisémites dans le métro : et vous, qu'auriez-vous fait ?","Des chants antisémites ont été entonnés dans une rame de métro à Paris, suscitant l'indignation. Une vidéo de l'incident a été diffusée sur les réseaux sociaux, et le parquet de Paris a ouvert une enquête. La philosophe Laurence Devillairs souligne l'importance de ne pas rester silencieux face à de tels actes, et de reconnaître notre responsabilité morale dans la lutte contre la haine. Elle met en garde contre la banalisation du mal et appelle à l'action courageuse pour s'opposer à ces comportements.",2023-11-02,https://www.lepoint.fr/societe/chants-antisemites-dans-le-metro-et-vous-qu-auriez-vous-fait-02-11-2023-2541706_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
"Tempête Ciaran : records de vent en Bretagne, chutes d'arbres - les images et vidéos","La tempête Ciaran a frappé le quart nord-ouest de la France, provoquant des records de vent en Bretagne avec des rafales atteignant près de 200 km/h. De nombreux dégâts ont été signalés, notamment des chutes d'arbres. Plusieurs routes ont été bloquées et la circulation a été interdite sur les routes départementales du Finistère. La tempête a également causé la mort d'un chauffeur routier dans un accident lié à la chute d'un arbre. Enedis a recensé 1,2 million de foyers privés d'électricité, principalement en Bretagne.",2023-11-02,https://www.lepoint.fr/societe/tempete-ciaran-records-de-vent-en-bretagne-chutes-d-arbres-les-images-et-videos-02-11-2023-2541656_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
Tag antisémite dans le 10e arrondissement de Paris : un couple de Moldaves interpellé,"Un couple de Moldaves en situation irrégulière a été interpellé à Paris après avoir tagué une étoile de David sur un mur du 10e arrondissement. Les deux individus, âgés de 33 et 29 ans, ont été placés en centre de rétention administrative. Ils ont déclaré avoir agi sur ordre d'un tiers. Par ailleurs, des tags similaires ont été découverts dans d'autres quartiers de Paris, mais les auteurs n'ont pas encore été identifiés. Depuis le début du conflit entre Israël et le Hamas, 857 actes antisémites ont été recensés en France.",2023-11-02,https://www.lepoint.fr/societe/tag-antisemite-dans-le-10e-arrondissement-de-paris-un-couple-de-moldaves-interpelle-02-11-2023-2541646_23.php,Le Point,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
Tempête Ciaran : un mort après la chute d'un arbre dans l'Aisne,"La tempête Ciaran a causé la mort d'un chauffeur routier dans l'Aisne et d'un homme de 70 ans au Havre. Météo-France a placé 6 départements en alerte orange pour vent violent, pluie et inondation, et vagues-submersion. Les vents ont atteint les 200 km/h et ont provoqué de nombreuses coupures d'électricité ainsi que des dégâts matériels importants. Plus d'un million de personnes sont privées de réseau mobile. Des perturbations sont également attendues dans les transports.",2023-11-02,https://www.lepoint.fr/societe/tempete-ciaran-un-mort-apres-la-chute-d-un-arbre-dans-l-aisne-02-11-2023-2541644_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non
"Tempête Ciaran : 3 départements en alerte rouge jeudi, toujours 30 en orange","La tempête Ciaran a touché le nord-ouest de la France avec des rafales violentes. Les départements du Finistère, des Côtes-d'Armor et de la Manche étaient en alerte rouge, mais sont maintenant en alerte orange. Une vingtaine de départements de la façade atlantique sont également en alerte orange. La tempête devrait se calmer jeudi soir. Cinq départements seront encore en alerte orange vendredi. Des vigilances orange sont également en place pour les vagues-submersion et les pluies-inondations.",2023-11-02,https://www.lepoint.fr/societe/tempete-ciaran-3-departements-en-alerte-rouge-jeudi-toujours-30-en-orange-02-11-2023-2541621_23.php,Le Point,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
"Tempête Ciara : des rafales de plus de 160 km/h, les premiers dégâts ressentis","La tempête Ciaran s'intensifie en France avec des rafales de vent dépassant les 160 km/h. Le Finistère, les Côtes-d'Armor et la Manche sont en vigilance rouge. Des dégâts ont déjà été signalés, notamment des arbres tombés et la toiture d'un restaurant effondrée. Des coupures d'électricité ont également été recensées. Les autorités appellent à la prudence et recommandent de rester chez soi. Les transports sont fortement perturbés et plusieurs départements sont en vigilance orange pour vagues-submersion, vent ou pluie-inondation.",2023-11-02,https://www.lepoint.fr/societe/tempete-ciaran-des-rafales-de-plus-de-160-km-h-les-premiers-degats-ressentis-02-11-2023-2541620_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non
A la une de l'actu ce jeudi 2 novembre,"La tempête Ciaran s'apprête à frapper le quart nord-ouest de la France, avec des départements en vigilance rouge. Des mesures de précaution ont été prises, notamment l'installation de sacs de sable pour protéger les habitations à Saint-Pierre-Quiberon. Par ailleurs, Didier Deschamps, sélectionneur de l'équipe de France de football, sera auditionné par une commission d'enquête parlementaire sur les dysfonctionnements des fédérations sportives. Enfin, les Beatles font leur retour avec une chanson inédite intitulée ""Now And Then"".",2023-11-01,https://www.lepoint.fr/societe/a-la-une-de-l-actu-ce-jeudi-2-novembre-01-11-2023-2541615_23.php,Le Point,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non
"Tempête Ciara : restez chez vous, Macron appelle les Français à la prudence","Le président français Emmanuel Macron a exhorté les habitants des départements touchés par la tempête Ciaran à rester chez eux et à prendre des précautions. Trois départements ont été placés en alerte rouge pour vents violents, tandis que trente autres sont en vigilance orange pour différents phénomènes météorologiques. Des vents violents ont déjà été signalés en Bretagne, avec des pointes atteignant les 150 km/h. Environ 12 500 pompiers sont mobilisés pour faire face à la tempête. La Grande-Bretagne se prépare également à son arrivée.",2023-11-01,https://www.lepoint.fr/societe/tempete-ciaran-restez-chez-vous-macron-appelle-les-francais-a-la-prudence-01-11-2023-2541613_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
Tempête Ciara : arrêt préventif d'une partie du RER A,"En raison de la tempête Ciaran, une partie du RER A ainsi que plusieurs lignes du transilien seront à l'arrêt jeudi en Île-de-France. La SNCF a pris cette décision pour garantir la sécurité des voyageurs et du personnel. Les lignes de transilien L, J, U et partiellement N, ainsi que le tram T13 seront concernées. La SNCF invite les voyageurs à reporter leurs déplacements, privilégier le télétravail et vérifier les informations de circulation avant de se rendre en gare. La tempête Ciaran devrait provoquer des vents violents dans le quart nord-ouest du pays.",2023-11-01,https://www.lepoint.fr/societe/tempete-ciaran-arret-preventif-d-une-partie-du-rer-a-jeudi-01-11-2023-2541609_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui
Enquête ouverte après la diffusion d'une vidéo antisémite tournée dans le métro,"Une enquête a été ouverte à Paris après la diffusion d'une vidéo antisémite tournée dans le métro. Dans cette vidéo, un groupe de personnes profère des propos antisémites et anti-Israël. Le préfet de police de Paris a signalé la vidéo au parquet de Paris, qui a ouvert une enquête pour identifier et poursuivre les auteurs de ces propos répréhensibles. Les autorités ont affirmé qu'elles ne laisseraient rien passer et mettraient tous les moyens en œuvre pour retrouver rapidement les responsables.",2023-11-01,https://www.lepoint.fr/societe/paris-enquete-ouverte-apres-la-diffusion-d-une-video-antisemite-tournee-dans-le-metro-01-11-2023-2541596_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
"Au travail, le syndrome de la miss est très problématique","Dans son dernier livre ""Devenir badass au travail"", la journaliste et coach certifiée Lucile Quillet aborde le problème du syndrome de l'imposteur chez les femmes. Selon une étude de 2020, 75% des femmes cadres ont déclaré avoir souffert de ce syndrome à un moment de leur carrière. Dans son ouvrage, Lucile Quillet analyse les mécanismes qui entravent l'évolution professionnelle des femmes et les encourage à prendre leur place légitime.",2023-11-01,https://www.lepoint.fr/societe/au-travail-le-syndrome-de-la-miss-est-tres-problematique-01-11-2023-2541594_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
"Netanyahou, un nazi sans prépuce : la directrice de France Inter se désolidarise de Guillaume Meurice","La directrice de France Inter, Adèle Van Reeth, s'est désolidarisée de la chronique polémique de l'humoriste Guillaume Meurice, dans laquelle il comparait le Premier ministre israélien Benyamin Netanyahou à ""une sorte de nazi sans prépuce"". Elle a exprimé son ""malaise"" face à cette blague, jugeant le choix des mots ""particulièrement malvenu"". L'Arcom a été saisie suite à cette polémique.",2023-11-01,https://www.lepoint.fr/societe/netanyahou-un-nazi-sans-prepuce-la-directrice-de-france-inter-se-desolidarise-de-guillaume-meurice-01-11-2023-2541570_23.php,Le Point,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
168 langues sont parlées dans le monde,"Selon le site Ethnologue, il existe actuellement 7 168 langues parlées dans le monde. Parmi celles-ci, l'anglais est la langue la plus utilisée, suivie du mandarin chinois. Cependant, plus de 3 000 langues locales sont menacées de disparition, dont certaines sont déjà pratiquées par moins de 1 000 personnes. Les 200 langues les plus parlées représentent la langue maternelle de 88 % de la population mondiale.",2023-11-01,https://www.lepoint.fr/societe/7-168-langues-sont-parlees-dans-le-monde-01-11-2023-2541567_23.php,Le Point,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
Les thanadoulas : ces femmes qui tentent de rendre la mort belle,"Les ""thanadoulas"" sont des femmes qui exercent un métier émergeant en France. Elles accompagnent les personnes en fin de vie, en dehors de tout cadre réglementaire. Ce nouveau métier, déjà répandu aux États-Unis, au Canada et en Suisse, se développe dans l'Hexagone, surtout depuis la crise du Covid-19. On compte environ une centaine de doulas de fin de vie en France, principalement des femmes. Leur objectif est de ""rendre la mort belle"".",2023-11-01,https://www.lepoint.fr/societe/les-thanadoulas-ces-femmes-qui-tentent-de-rendre-la-mort-belle-01-11-2023-2541554_23.php,Le Point,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Tempête Ciara : trois départements en vigilance rouge dès jeudi à minuit,"La tempête Ciaran va frapper le quart nord-ouest de la France avec des rafales pouvant atteindre 170 km/h. Les départements des Côtes-d'Armor et de la Manche sont en alerte rouge, tandis que 24 autres départements sont en alerte orange. Les vents violents seront accompagnés de fortes pluies. Le président Emmanuel Macron a appelé les habitants à rester chez eux et à prendre des nouvelles de leurs proches isolés. Des mesures de sécurité importantes ont été mises en place, avec la mobilisation de pompiers et de gendarmes. Les transports en Bretagne sont partiellement interrompus.",2023-11-01,https://www.lepoint.fr/societe/tempete-ciaran-trois-departements-en-vigilance-rouge-des-jeudi-a-minuit-01-11-2023-2541552_23.php,Le Point,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
Tempête Ciaran : une perturbation balaie le pays avant son passage,"La tempête Ciaran va toucher la France à partir de mercredi, avec des vents violents qui pourraient causer des dégâts matériels. Trois départements sont placés en vigilance orange. La perturbation, arrivée par la Bretagne, traversera rapidement le pays, arrosant les régions du Cotentin au rivage charentais. Une vigilance orange ""vent"" est lancée pour les Côtes-d'Armor, le Finistère et le Morbihan, ainsi qu'une vigilance orange ""pluie-inondation"" pour ces deux derniers départements. Des pluies significatives et des rafales de vent jusqu'à 150 km/h sont attendues.",2023-11-01,https://www.lepoint.fr/societe/tempete-ciaran-une-perturbation-balaie-le-pays-avant-son-passage-01-11-2023-2541542_23.php,Le Point,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
170 nains de jardins volés chez une passionnée,"Une retraitée passionnée de nains de jardin s'est fait voler 170 de ses 300 figurines dans la nuit de samedi à dimanche à Ferrière-la-Petite, dans le Nord de la France. La collection, débutée il y a près de 30 ans avec son mari décédé depuis, était composée de différents personnages et avait une grande valeur sentimentale pour la propriétaire. Une enquête est en cours et le voisinage se mobilise pour tenter de reconstituer la collection. La victime lance un appel aux voleurs pour qu'ils lui rendent les nains de jardin. (80 mots)",2023-11-01,https://www.lepoint.fr/societe/nord-170-nains-de-jardins-voles-chez-une-passionnee-01-11-2023-2541537_23.php,Le Point,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
Une dangereuse équidistance,"Dans un article intitulé ""Une dangereuse équidistance"", Dominique Moïsi souligne l'importance de ne pas rester neutre dans le conflit entre démocraties et autoritarismes. Il critique le soutien continu de l'Occident à Israël, malgré les intérêts en jeu et le déséquilibre démographique face au monde musulman. L'auteur fait référence à l'essai ""L'Orientalisme"" d'Edward Saïd pour dénoncer l'arrogance et l'ignorance occidentales envers l'Orient.",2023-11-05,https://www.lesechos.fr/idees-debats/editos-analyses/une-dangereuse-equidistance-2026823,Les Echos,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
